yyyymmdd,area,sex,frequency,tot_person,num_risk_age
20120106,충북,1,1.0,788127.0,304928.0
20120106,충북,2,0.0,774896.0,210046.0
20120107,강원,1,1.0,772718.0,322636.0
20120107,강원,2,1.0,762617.0,229447.0
20120107,경기,1,3.0,6020446.0,2054584.0
20120107,경기,2,1.0,5928150.0,1182747.0
20120107,경남,1,2.0,1665308.0,622268.0
20120107,경남,2,1.0,1644251.0,430456.0
20120107,경북,1,0.0,1354649.0,565255.0
20120107,경북,2,5.0,1342455.0,427971.0
20120107,광주,1,0.0,726529.0,238253.0
20120107,광주,2,1.0,738784.0,153553.0
20120107,대구,1,1.0,1251881.0,464623.0
20120107,대구,2,2.0,1256489.0,303757.0
20120107,대전,1,0.0,759905.0,259136.0
20120107,대전,2,0.0,757394.0,156537.0
20120107,부산,1,3.0,1762043.0,725056.0
20120107,부산,2,0.0,1787458.0,492480.0
20120107,서울,1,4.0,5073567.0,1865874.0
20120107,서울,2,2.0,5176567.0,1215196.0
20120107,세종,1,0.0,52624.0,21840.0
20120107,세종,2,0.0,50503.0,16138.0
20120107,울산,1,0.0,584309.0,201978.0
20120107,울산,2,0.0,552155.0,103401.0
20120107,인천,1,1.0,1412355.0,504553.0
20120107,인천,2,0.0,1391932.0,287125.0
20120107,전남,1,0.0,956024.0,416592.0
20120107,전남,2,2.0,956701.0,336175.0
20120107,전북,1,1.0,933775.0,378668.0
20120107,전북,2,3.0,939716.0,288758.0
20120107,제주,1,0.0,288378.0,105887.0
20120107,제주,2,0.0,288129.0,74830.0
20120107,충남,1,0.0,1064012.0,417782.0
20120107,충남,2,0.0,1039117.0,304291.0
20120107,충북,1,1.0,788127.0,304928.0
20120107,충북,2,1.0,774896.0,210046.0
20120108,강원,1,0.0,772718.0,322636.0
20120108,강원,2,0.0,762617.0,229447.0
20120108,경기,1,3.0,6020446.0,2054584.0
20120108,경기,2,6.0,5928150.0,1182747.0
20120108,경남,1,2.0,1665308.0,622268.0
20120108,경남,2,2.0,1644251.0,430456.0
20120108,경북,1,2.0,1354649.0,565255.0
20120108,경북,2,4.0,1342455.0,427971.0
20120108,광주,1,0.0,726529.0,238253.0
20120108,광주,2,2.0,738784.0,153553.0
20120108,대구,1,2.0,1251881.0,464623.0
20120108,대구,2,0.0,1256489.0,303757.0
20120108,대전,1,0.0,759905.0,259136.0
20120108,대전,2,0.0,757394.0,156537.0
20120108,부산,1,3.0,1762043.0,725056.0
20120108,부산,2,0.0,1787458.0,492480.0
20120108,서울,1,4.0,5073567.0,1865874.0
20120108,서울,2,4.0,5176567.0,1215196.0
20120108,세종,1,0.0,52624.0,21840.0
20120108,세종,2,0.0,50503.0,16138.0
20120108,울산,1,1.0,584309.0,201978.0
20120108,울산,2,0.0,552155.0,103401.0
20120108,인천,1,0.0,1412355.0,504553.0
20120108,인천,2,1.0,1391932.0,287125.0
20120108,전남,1,0.0,956024.0,416592.0
20120108,전남,2,1.0,956701.0,336175.0
20120108,전북,1,0.0,933775.0,378668.0
20120108,전북,2,0.0,939716.0,288758.0
20120108,제주,1,0.0,288378.0,105887.0
20120108,제주,2,0.0,288129.0,74830.0
20120108,충남,1,1.0,1064012.0,417782.0
20120108,충남,2,3.0,1039117.0,304291.0
20120108,충북,1,0.0,788127.0,304928.0
20120108,충북,2,1.0,774896.0,210046.0
20120109,강원,1,1.0,772718.0,322636.0
20120109,강원,2,0.0,762617.0,229447.0
20120109,경기,1,6.0,6020446.0,2054584.0
20120109,경기,2,4.0,5928150.0,1182747.0
20120109,경남,1,2.0,1665308.0,622268.0
20120109,경남,2,2.0,1644251.0,430456.0
20120109,경북,1,4.0,1354649.0,565255.0
20120109,경북,2,4.0,1342455.0,427971.0
20120109,광주,1,2.0,726529.0,238253.0
20120109,광주,2,1.0,738784.0,153553.0
20120109,대구,1,0.0,1251881.0,464623.0
20120109,대구,2,1.0,1256489.0,303757.0
20120109,대전,1,0.0,759905.0,259136.0
20120109,대전,2,1.0,757394.0,156537.0
20120109,부산,1,6.0,1762043.0,725056.0
20120109,부산,2,3.0,1787458.0,492480.0
20120109,서울,1,5.0,5073567.0,1865874.0
20120109,서울,2,6.0,5176567.0,1215196.0
20120109,세종,1,0.0,52624.0,21840.0
20120109,세종,2,0.0,50503.0,16138.0
20120109,울산,1,0.0,584309.0,201978.0
20120109,울산,2,0.0,552155.0,103401.0
20120109,인천,1,0.0,1412355.0,504553.0
20120109,인천,2,1.0,1391932.0,287125.0
20120109,전남,1,1.0,956024.0,416592.0
20120109,전남,2,1.0,956701.0,336175.0
20120109,전북,1,1.0,933775.0,378668.0
20120109,전북,2,3.0,939716.0,288758.0
20120109,제주,1,0.0,288378.0,105887.0
20120109,제주,2,2.0,288129.0,74830.0
20120109,충남,1,4.0,1064012.0,417782.0
20120109,충남,2,0.0,1039117.0,304291.0
20120109,충북,1,0.0,788127.0,304928.0
20120109,충북,2,2.0,774896.0,210046.0
20120110,강원,1,1.0,772718.0,322636.0
20120110,강원,2,1.0,762617.0,229447.0
20120110,경기,1,7.0,6020446.0,2054584.0
20120110,경기,2,4.0,5928150.0,1182747.0
20120110,경남,1,4.0,1665308.0,622268.0
20120110,경남,2,1.0,1644251.0,430456.0
20120110,경북,1,3.0,1354649.0,565255.0
20120110,경북,2,1.0,1342455.0,427971.0
20120110,광주,1,2.0,726529.0,238253.0
20120110,광주,2,0.0,738784.0,153553.0
20120110,대구,1,1.0,1251881.0,464623.0
20120110,대구,2,2.0,1256489.0,303757.0
20120110,대전,1,0.0,759905.0,259136.0
20120110,대전,2,2.0,757394.0,156537.0
20120110,부산,1,5.0,1762043.0,725056.0
20120110,부산,2,0.0,1787458.0,492480.0
20120110,서울,1,2.0,5073567.0,1865874.0
20120110,서울,2,5.0,5176567.0,1215196.0
20120110,세종,1,0.0,52624.0,21840.0
20120110,세종,2,0.0,50503.0,16138.0
20120110,울산,1,0.0,584309.0,201978.0
20120110,울산,2,1.0,552155.0,103401.0
20120110,인천,1,2.0,1412355.0,504553.0
20120110,인천,2,1.0,1391932.0,287125.0
20120110,전남,1,0.0,956024.0,416592.0
20120110,전남,2,1.0,956701.0,336175.0
20120110,전북,1,0.0,933775.0,378668.0
20120110,전북,2,1.0,939716.0,288758.0
20120110,제주,1,0.0,288378.0,105887.0
20120110,제주,2,0.0,288129.0,74830.0
20120110,충남,1,1.0,1064012.0,417782.0
20120110,충남,2,2.0,1039117.0,304291.0
20120110,충북,1,2.0,788127.0,304928.0
20120110,충북,2,1.0,774896.0,210046.0
20120111,강원,1,0.0,772718.0,322636.0
20120111,강원,2,1.0,762617.0,229447.0
20120111,경기,1,11.0,6020446.0,2054584.0
20120111,경기,2,3.0,5928150.0,1182747.0
20120111,경남,1,7.0,1665308.0,622268.0
20120111,경남,2,3.0,1644251.0,430456.0
20120111,경북,1,0.0,1354649.0,565255.0
20120111,경북,2,1.0,1342455.0,427971.0
20120111,광주,1,1.0,726529.0,238253.0
20120111,광주,2,1.0,738784.0,153553.0
20120111,대구,1,0.0,1251881.0,464623.0
20120111,대구,2,0.0,1256489.0,303757.0
20120111,대전,1,0.0,759905.0,259136.0
20120111,대전,2,0.0,757394.0,156537.0
20120111,부산,1,0.0,1762043.0,725056.0
20120111,부산,2,2.0,1787458.0,492480.0
20120111,서울,1,3.0,5073567.0,1865874.0
20120111,서울,2,4.0,5176567.0,1215196.0
20120111,세종,1,0.0,52624.0,21840.0
20120111,세종,2,0.0,50503.0,16138.0
20120111,울산,1,2.0,584309.0,201978.0
20120111,울산,2,1.0,552155.0,103401.0
20120111,인천,1,0.0,1412355.0,504553.0
20120111,인천,2,1.0,1391932.0,287125.0
20120111,전남,1,3.0,956024.0,416592.0
20120111,전남,2,1.0,956701.0,336175.0
20120111,전북,1,2.0,933775.0,378668.0
20120111,전북,2,3.0,939716.0,288758.0
20120111,제주,1,0.0,288378.0,105887.0
20120111,제주,2,0.0,288129.0,74830.0
20120111,충남,1,4.0,1064012.0,417782.0
20120111,충남,2,0.0,1039117.0,304291.0
20120111,충북,1,0.0,788127.0,304928.0
20120111,충북,2,2.0,774896.0,210046.0
20120112,강원,1,1.0,772718.0,322636.0
20120112,강원,2,0.0,762617.0,229447.0
20120112,경기,1,5.0,6020446.0,2054584.0
20120112,경기,2,12.0,5928150.0,1182747.0
20120112,경남,1,1.0,1665308.0,622268.0
20120112,경남,2,3.0,1644251.0,430456.0
20120112,경북,1,3.0,1354649.0,565255.0
20120112,경북,2,0.0,1342455.0,427971.0
20120112,광주,1,1.0,726529.0,238253.0
20120112,광주,2,2.0,738784.0,153553.0
20120112,대구,1,1.0,1251881.0,464623.0
20120112,대구,2,2.0,1256489.0,303757.0
20120112,대전,1,0.0,759905.0,259136.0
20120112,대전,2,0.0,757394.0,156537.0
20120112,부산,1,0.0,1762043.0,725056.0
20120112,부산,2,0.0,1787458.0,492480.0
20120112,서울,1,4.0,5073567.0,1865874.0
20120112,서울,2,1.0,5176567.0,1215196.0
20120112,세종,1,0.0,52624.0,21840.0
20120112,세종,2,0.0,50503.0,16138.0
20120112,울산,1,0.0,584309.0,201978.0
20120112,울산,2,0.0,552155.0,103401.0
20120112,인천,1,0.0,1412355.0,504553.0
20120112,인천,2,1.0,1391932.0,287125.0
20120112,전남,1,1.0,956024.0,416592.0
20120112,전남,2,2.0,956701.0,336175.0
20120112,전북,1,1.0,933775.0,378668.0
20120112,전북,2,2.0,939716.0,288758.0
20120112,제주,1,0.0,288378.0,105887.0
20120112,제주,2,0.0,288129.0,74830.0
20120112,충남,1,1.0,1064012.0,417782.0
20120112,충남,2,3.0,1039117.0,304291.0
20120112,충북,1,1.0,788127.0,304928.0
20120112,충북,2,0.0,774896.0,210046.0
20120113,강원,1,3.0,772718.0,322636.0
20120113,강원,2,0.0,762617.0,229447.0
20120113,경기,1,7.0,6020446.0,2054584.0
20120113,경기,2,5.0,5928150.0,1182747.0
20120113,경남,1,3.0,1665308.0,622268.0
20120113,경남,2,3.0,1644251.0,430456.0
20120113,경북,1,2.0,1354649.0,565255.0
20120113,경북,2,4.0,1342455.0,427971.0
20120113,광주,1,1.0,726529.0,238253.0
20120113,광주,2,1.0,738784.0,153553.0
20120113,대구,1,2.0,1251881.0,464623.0
20120113,대구,2,0.0,1256489.0,303757.0
20120113,대전,1,3.0,759905.0,259136.0
20120113,대전,2,1.0,757394.0,156537.0
20120113,부산,1,2.0,1762043.0,725056.0
20120113,부산,2,1.0,1787458.0,492480.0
20120113,서울,1,3.0,5073567.0,1865874.0
20120113,서울,2,1.0,5176567.0,1215196.0
20120113,세종,1,0.0,52624.0,21840.0
20120113,세종,2,0.0,50503.0,16138.0
20120113,울산,1,0.0,584309.0,201978.0
20120113,울산,2,0.0,552155.0,103401.0
20120113,인천,1,1.0,1412355.0,504553.0
20120113,인천,2,1.0,1391932.0,287125.0
20120113,전남,1,1.0,956024.0,416592.0
20120113,전남,2,0.0,956701.0,336175.0
20120113,전북,1,0.0,933775.0,378668.0
20120113,전북,2,4.0,939716.0,288758.0
20120113,제주,1,1.0,288378.0,105887.0
20120113,제주,2,0.0,288129.0,74830.0
20120113,충남,1,0.0,1064012.0,417782.0
20120113,충남,2,1.0,1039117.0,304291.0
20120113,충북,1,1.0,788127.0,304928.0
20120113,충북,2,0.0,774896.0,210046.0
20120114,강원,1,1.0,772718.0,322636.0
20120114,강원,2,2.0,762617.0,229447.0
20120114,경기,1,3.0,6020446.0,2054584.0
20120114,경기,2,4.0,5928150.0,1182747.0
20120114,경남,1,0.0,1665308.0,622268.0
20120114,경남,2,2.0,1644251.0,430456.0
20120114,경북,1,2.0,1354649.0,565255.0
20120114,경북,2,1.0,1342455.0,427971.0
20120114,광주,1,0.0,726529.0,238253.0
20120114,광주,2,1.0,738784.0,153553.0
20120114,대구,1,0.0,1251881.0,464623.0
20120114,대구,2,2.0,1256489.0,303757.0
20120114,대전,1,0.0,759905.0,259136.0
20120114,대전,2,0.0,757394.0,156537.0
20120114,부산,1,0.0,1762043.0,725056.0
20120114,부산,2,0.0,1787458.0,492480.0
20120114,서울,1,2.0,5073567.0,1865874.0
20120114,서울,2,2.0,5176567.0,1215196.0
20120114,세종,1,0.0,52624.0,21840.0
20120114,세종,2,0.0,50503.0,16138.0
20120114,울산,1,1.0,584309.0,201978.0
20120114,울산,2,1.0,552155.0,103401.0
20120114,인천,1,0.0,1412355.0,504553.0
20120114,인천,2,0.0,1391932.0,287125.0
20120114,전남,1,2.0,956024.0,416592.0
20120114,전남,2,0.0,956701.0,336175.0
20120114,전북,1,0.0,933775.0,378668.0
20120114,전북,2,5.0,939716.0,288758.0
20120114,제주,1,0.0,288378.0,105887.0
20120114,제주,2,0.0,288129.0,74830.0
20120114,충남,1,2.0,1064012.0,417782.0
20120114,충남,2,0.0,1039117.0,304291.0
20120114,충북,1,0.0,788127.0,304928.0
20120114,충북,2,1.0,774896.0,210046.0
20120115,강원,1,1.0,772718.0,322636.0
20120115,강원,2,0.0,762617.0,229447.0
20120115,경기,1,4.0,6020446.0,2054584.0
20120115,경기,2,3.0,5928150.0,1182747.0
20120115,경남,1,0.0,1665308.0,622268.0
20120115,경남,2,1.0,1644251.0,430456.0
20120115,경북,1,1.0,1354649.0,565255.0
20120115,경북,2,1.0,1342455.0,427971.0
20120115,광주,1,0.0,726529.0,238253.0
20120115,광주,2,0.0,738784.0,153553.0
20120115,대구,1,1.0,1251881.0,464623.0
20120115,대구,2,0.0,1256489.0,303757.0
20120115,대전,1,0.0,759905.0,259136.0
20120115,대전,2,2.0,757394.0,156537.0
20120115,부산,1,0.0,1762043.0,725056.0
20120115,부산,2,1.0,1787458.0,492480.0
20120115,서울,1,7.0,5073567.0,1865874.0
20120115,서울,2,3.0,5176567.0,1215196.0
20120115,세종,1,0.0,52624.0,21840.0
20120115,세종,2,0.0,50503.0,16138.0
20120115,울산,1,0.0,584309.0,201978.0
20120115,울산,2,0.0,552155.0,103401.0
20120115,인천,1,0.0,1412355.0,504553.0
20120115,인천,2,0.0,1391932.0,287125.0
20120115,전남,1,1.0,956024.0,416592.0
20120115,전남,2,2.0,956701.0,336175.0
20120115,전북,1,0.0,933775.0,378668.0
20120115,전북,2,0.0,939716.0,288758.0
20120115,제주,1,0.0,288378.0,105887.0
20120115,제주,2,0.0,288129.0,74830.0
20120115,충남,1,0.0,1064012.0,417782.0
20120115,충남,2,1.0,1039117.0,304291.0
20120115,충북,1,1.0,788127.0,304928.0
20120115,충북,2,1.0,774896.0,210046.0
20120116,강원,1,0.0,772718.0,322636.0
20120116,강원,2,0.0,762617.0,229447.0
20120116,경기,1,4.0,6020446.0,2054584.0
20120116,경기,2,8.0,5928150.0,1182747.0
20120116,경남,1,2.0,1665308.0,622268.0
20120116,경남,2,1.0,1644251.0,430456.0
20120116,경북,1,0.0,1354649.0,565255.0
20120116,경북,2,2.0,1342455.0,427971.0
20120116,광주,1,0.0,726529.0,238253.0
20120116,광주,2,0.0,738784.0,153553.0
20120116,대구,1,1.0,1251881.0,464623.0
20120116,대구,2,2.0,1256489.0,303757.0
20120116,대전,1,1.0,759905.0,259136.0
20120116,대전,2,1.0,757394.0,156537.0
20120116,부산,1,4.0,1762043.0,725056.0
20120116,부산,2,3.0,1787458.0,492480.0
20120116,서울,1,4.0,5073567.0,1865874.0
20120116,서울,2,2.0,5176567.0,1215196.0
20120116,세종,1,0.0,52624.0,21840.0
20120116,세종,2,0.0,50503.0,16138.0
20120116,울산,1,0.0,584309.0,201978.0
20120116,울산,2,0.0,552155.0,103401.0
20120116,인천,1,1.0,1412355.0,504553.0
20120116,인천,2,1.0,1391932.0,287125.0
20120116,전남,1,0.0,956024.0,416592.0
20120116,전남,2,0.0,956701.0,336175.0
20120116,전북,1,2.0,933775.0,378668.0
20120116,전북,2,1.0,939716.0,288758.0
20120116,제주,1,1.0,288378.0,105887.0
20120116,제주,2,0.0,288129.0,74830.0
20120116,충남,1,2.0,1064012.0,417782.0
20120116,충남,2,2.0,1039117.0,304291.0
20120116,충북,1,0.0,788127.0,304928.0
20120116,충북,2,0.0,774896.0,210046.0
20120117,강원,1,1.0,772718.0,322636.0
20120117,강원,2,0.0,762617.0,229447.0
20120117,경기,1,6.0,6020446.0,2054584.0
20120117,경기,2,5.0,5928150.0,1182747.0
20120117,경남,1,3.0,1665308.0,622268.0
20120117,경남,2,3.0,1644251.0,430456.0
20120117,경북,1,5.0,1354649.0,565255.0
20120117,경북,2,2.0,1342455.0,427971.0
20120117,광주,1,0.0,726529.0,238253.0
20120117,광주,2,0.0,738784.0,153553.0
20120117,대구,1,0.0,1251881.0,464623.0
20120117,대구,2,0.0,1256489.0,303757.0
20120117,대전,1,0.0,759905.0,259136.0
20120117,대전,2,1.0,757394.0,156537.0
20120117,부산,1,2.0,1762043.0,725056.0
20120117,부산,2,4.0,1787458.0,492480.0
20120117,서울,1,1.0,5073567.0,1865874.0
20120117,서울,2,3.0,5176567.0,1215196.0
20120117,세종,1,0.0,52624.0,21840.0
20120117,세종,2,0.0,50503.0,16138.0
20120117,울산,1,2.0,584309.0,201978.0
20120117,울산,2,0.0,552155.0,103401.0
20120117,인천,1,1.0,1412355.0,504553.0
20120117,인천,2,0.0,1391932.0,287125.0
20120117,전남,1,1.0,956024.0,416592.0
20120117,전남,2,1.0,956701.0,336175.0
20120117,전북,1,1.0,933775.0,378668.0
20120117,전북,2,2.0,939716.0,288758.0
20120117,제주,1,2.0,288378.0,105887.0
20120117,제주,2,1.0,288129.0,74830.0
20120117,충남,1,3.0,1064012.0,417782.0
20120117,충남,2,2.0,1039117.0,304291.0
20120117,충북,1,1.0,788127.0,304928.0
20120117,충북,2,1.0,774896.0,210046.0
20120118,강원,1,1.0,772718.0,322636.0
20120118,강원,2,2.0,762617.0,229447.0
20120118,경기,1,4.0,6020446.0,2054584.0
20120118,경기,2,7.0,5928150.0,1182747.0
20120118,경남,1,1.0,1665308.0,622268.0
20120118,경남,2,2.0,1644251.0,430456.0
20120118,경북,1,0.0,1354649.0,565255.0
20120118,경북,2,1.0,1342455.0,427971.0
20120118,광주,1,1.0,726529.0,238253.0
20120118,광주,2,0.0,738784.0,153553.0
20120118,대구,1,1.0,1251881.0,464623.0
20120118,대구,2,2.0,1256489.0,303757.0
