,Unnamed,yyyymmdd,area,sex,frequency,general_hospits_num,general_hospits_bed,hospits_num,hospits_bed,affiliated_hospits_num,affiliated_hospits_bed
216,217,20120107,대전,1,0,8,5152,33,3283,9,43
217,218,20120107,대전,2,0,8,5152,33,3283,9,43
218,219,20120107,부산,1,3,27,12781,105,12834,9,0
219,220,20120107,부산,2,0,27,12781,105,12834,9,0
220,221,20120107,서울,1,4,58,33307,194,16543,42,29
221,222,20120107,서울,2,2,58,33307,194,16543,42,29
222,223,20120107,세종,1,0,0,0,1,91,1,0
223,224,20120107,세종,2,0,0,0,1,91,1,0
224,225,20120107,울산,1,0,4,2230,41,4681,6,0
225,226,20120107,울산,2,0,4,2230,41,4681,6,0
226,227,20120107,인천,1,1,16,6754,45,6025,4,0
227,228,20120107,인천,2,0,16,6754,45,6025,4,0
228,229,20120107,전남,1,0,22,6686,64,8256,6,31
229,230,20120107,전남,2,2,22,6686,64,8256,6,31
230,231,20120107,전북,1,1,13,5233,68,8172,3,45
231,232,20120107,전북,2,3,13,5233,68,8172,3,45
232,233,20120107,제주,1,0,6,2128,6,809,5,12
233,234,20120107,제주,2,0,6,2128,6,809,5,12
234,235,20120107,충남,1,0,12,4672,43,4669,13,25
235,236,20120107,충남,2,0,12,4672,43,4669,13,25
236,237,20120107,충북,1,1,11,4090,35,4407,8,87
237,238,20120107,충북,2,1,11,4090,35,4407,8,87
238,239,20120108,강원,1,0,15,5228,37,4843,5,27
239,240,20120108,강원,2,0,15,5228,37,4843,5,27
240,241,20120108,경기,1,3,55,21580,245,26303,31,244
241,242,20120108,경기,2,6,55,21580,245,26303,31,244
242,243,20120108,경남,1,2,24,8372,117,16130,10,25
243,244,20120108,경남,2,2,24,8372,117,16130,10,25
244,245,20120108,경북,1,2,18,6912,69,11252,16,95
245,246,20120108,경북,2,4,18,6912,69,11252,16,95
246,247,20120108,광주,1,0,21,6901,64,7504,8,0
247,248,20120108,광주,2,2,21,6901,64,7504,8,0
248,249,20120108,대구,1,2,12,6449,107,14050,6,0
249,250,20120108,대구,2,0,12,6449,107,14050,6,0
250,251,20120108,대전,1,0,8,5152,33,3283,9,43
251,252,20120108,대전,2,0,8,5152,33,3283,9,43
252,253,20120108,부산,1,3,27,12781,105,12834,9,0
253,254,20120108,부산,2,0,27,12781,105,12834,9,0
254,255,20120108,서울,1,4,58,33307,194,16543,42,29
255,256,20120108,서울,2,4,58,33307,194,16543,42,29
256,257,20120108,세종,1,0,0,0,1,91,1,0
257,258,20120108,세종,2,0,0,0,1,91,1,0
258,259,20120108,울산,1,1,4,2230,41,4681,6,0
259,260,20120108,울산,2,0,4,2230,41,4681,6,0
260,261,20120108,인천,1,0,16,6754,45,6025,4,0
261,262,20120108,인천,2,1,16,6754,45,6025,4,0
262,263,20120108,전남,1,0,22,6686,64,8256,6,31
263,264,20120108,전남,2,1,22,6686,64,8256,6,31
264,265,20120108,전북,1,0,13,5233,68,8172,3,45
265,266,20120108,전북,2,0,13,5233,68,8172,3,45
266,267,20120108,제주,1,0,6,2128,6,809,5,12
267,268,20120108,제주,2,0,6,2128,6,809,5,12
268,269,20120108,충남,1,1,12,4672,43,4669,13,25
269,270,20120108,충남,2,3,12,4672,43,4669,13,25
270,271,20120108,충북,1,0,11,4090,35,4407,8,87
271,272,20120108,충북,2,1,11,4090,35,4407,8,87
272,273,20120109,강원,1,1,15,5228,37,4843,5,27
273,274,20120109,강원,2,0,15,5228,37,4843,5,27
274,275,20120109,경기,1,6,55,21580,245,26303,31,244
275,276,20120109,경기,2,4,55,21580,245,26303,31,244
276,277,20120109,경남,1,2,24,8372,117,16130,10,25
277,278,20120109,경남,2,2,24,8372,117,16130,10,25
278,279,20120109,경북,1,4,18,6912,69,11252,16,95
279,280,20120109,경북,2,4,18,6912,69,11252,16,95
280,281,20120109,광주,1,2,21,6901,64,7504,8,0
281,282,20120109,광주,2,1,21,6901,64,7504,8,0
282,283,20120109,대구,1,0,12,6449,107,14050,6,0
283,284,20120109,대구,2,1,12,6449,107,14050,6,0
284,285,20120109,대전,1,0,8,5152,33,3283,9,43
285,286,20120109,대전,2,1,8,5152,33,3283,9,43
286,287,20120109,부산,1,6,27,12781,105,12834,9,0
287,288,20120109,부산,2,3,27,12781,105,12834,9,0
288,289,20120109,서울,1,5,58,33307,194,16543,42,29
289,290,20120109,서울,2,6,58,33307,194,16543,42,29
290,291,20120109,세종,1,0,0,0,1,91,1,0
291,292,20120109,세종,2,0,0,0,1,91,1,0
292,293,20120109,울산,1,0,4,2230,41,4681,6,0
293,294,20120109,울산,2,0,4,2230,41,4681,6,0
294,295,20120109,인천,1,0,16,6754,45,6025,4,0
295,296,20120109,인천,2,1,16,6754,45,6025,4,0
296,297,20120109,전남,1,1,22,6686,64,8256,6,31
297,298,20120109,전남,2,1,22,6686,64,8256,6,31
298,299,20120109,전북,1,1,13,5233,68,8172,3,45
299,300,20120109,전북,2,3,13,5233,68,8172,3,45
300,301,20120109,제주,1,0,6,2128,6,809,5,12
301,302,20120109,제주,2,2,6,2128,6,809,5,12
302,303,20120109,충남,1,4,12,4672,43,4669,13,25
303,304,20120109,충남,2,0,12,4672,43,4669,13,25
304,305,20120109,충북,1,0,11,4090,35,4407,8,87
305,306,20120109,충북,2,2,11,4090,35,4407,8,87
306,307,20120110,강원,1,1,15,5228,37,4843,5,27
307,308,20120110,강원,2,1,15,5228,37,4843,5,27
308,309,20120110,경기,1,7,55,21580,245,26303,31,244
309,310,20120110,경기,2,4,55,21580,245,26303,31,244
310,311,20120110,경남,1,4,24,8372,117,16130,10,25
311,312,20120110,경남,2,1,24,8372,117,16130,10,25
312,313,20120110,경북,1,3,18,6912,69,11252,16,95
313,314,20120110,경북,2,1,18,6912,69,11252,16,95
314,315,20120110,광주,1,2,21,6901,64,7504,8,0
315,316,20120110,광주,2,0,21,6901,64,7504,8,0
316,317,20120110,대구,1,1,12,6449,107,14050,6,0
317,318,20120110,대구,2,2,12,6449,107,14050,6,0
318,319,20120110,대전,1,0,8,5152,33,3283,9,43
319,320,20120110,대전,2,2,8,5152,33,3283,9,43
320,321,20120110,부산,1,5,27,12781,105,12834,9,0
321,322,20120110,부산,2,0,27,12781,105,12834,9,0
322,323,20120110,서울,1,2,58,33307,194,16543,42,29
323,324,20120110,서울,2,5,58,33307,194,16543,42,29
324,325,20120110,세종,1,0,0,0,1,91,1,0
325,326,20120110,세종,2,0,0,0,1,91,1,0
326,327,20120110,울산,1,0,4,2230,41,4681,6,0
327,328,20120110,울산,2,1,4,2230,41,4681,6,0
328,329,20120110,인천,1,2,16,6754,45,6025,4,0
329,330,20120110,인천,2,1,16,6754,45,6025,4,0
330,331,20120110,전남,1,0,22,6686,64,8256,6,31
331,332,20120110,전남,2,1,22,6686,64,8256,6,31
332,333,20120110,전북,1,0,13,5233,68,8172,3,45
333,334,20120110,전북,2,1,13,5233,68,8172,3,45
334,335,20120110,제주,1,0,6,2128,6,809,5,12
335,336,20120110,제주,2,0,6,2128,6,809,5,12
336,337,20120110,충남,1,1,12,4672,43,4669,13,25
337,338,20120110,충남,2,2,12,4672,43,4669,13,25
338,339,20120110,충북,1,2,11,4090,35,4407,8,87
339,340,20120110,충북,2,1,11,4090,35,4407,8,87
340,341,20120111,강원,1,0,15,5228,37,4843,5,27
341,342,20120111,강원,2,1,15,5228,37,4843,5,27
342,343,20120111,경기,1,11,55,21580,245,26303,31,244
343,344,20120111,경기,2,3,55,21580,245,26303,31,244
344,345,20120111,경남,1,7,24,8372,117,16130,10,25
345,346,20120111,경남,2,3,24,8372,117,16130,10,25
346,347,20120111,경북,1,0,18,6912,69,11252,16,95
347,348,20120111,경북,2,1,18,6912,69,11252,16,95
348,349,20120111,광주,1,1,21,6901,64,7504,8,0
349,350,20120111,광주,2,1,21,6901,64,7504,8,0
350,351,20120111,대구,1,0,12,6449,107,14050,6,0
351,352,20120111,대구,2,0,12,6449,107,14050,6,0
352,353,20120111,대전,1,0,8,5152,33,3283,9,43
353,354,20120111,대전,2,0,8,5152,33,3283,9,43
354,355,20120111,부산,1,0,27,12781,105,12834,9,0
355,356,20120111,부산,2,2,27,12781,105,12834,9,0
356,357,20120111,서울,1,3,58,33307,194,16543,42,29
357,358,20120111,서울,2,4,58,33307,194,16543,42,29
358,359,20120111,세종,1,0,0,0,1,91,1,0
359,360,20120111,세종,2,0,0,0,1,91,1,0
360,361,20120111,울산,1,2,4,2230,41,4681,6,0
361,362,20120111,울산,2,1,4,2230,41,4681,6,0
362,363,20120111,인천,1,0,16,6754,45,6025,4,0
363,364,20120111,인천,2,1,16,6754,45,6025,4,0
364,365,20120111,전남,1,3,22,6686,64,8256,6,31
365,366,20120111,전남,2,1,22,6686,64,8256,6,31
366,367,20120111,전북,1,2,13,5233,68,8172,3,45
367,368,20120111,전북,2,3,13,5233,68,8172,3,45
368,369,20120111,제주,1,0,6,2128,6,809,5,12
369,370,20120111,제주,2,0,6,2128,6,809,5,12
370,371,20120111,충남,1,4,12,4672,43,4669,13,25
371,372,20120111,충남,2,0,12,4672,43,4669,13,25
372,373,20120111,충북,1,0,11,4090,35,4407,8,87
373,374,20120111,충북,2,2,11,4090,35,4407,8,87
374,375,20120112,강원,1,1,15,5228,37,4843,5,27
375,376,20120112,강원,2,0,15,5228,37,4843,5,27
376,377,20120112,경기,1,5,55,21580,245,26303,31,244
377,378,20120112,경기,2,12,55,21580,245,26303,31,244
378,379,20120112,경남,1,1,24,8372,117,16130,10,25
379,380,20120112,경남,2,3,24,8372,117,16130,10,25
380,381,20120112,경북,1,3,18,6912,69,11252,16,95
381,382,20120112,경북,2,0,18,6912,69,11252,16,95
382,383,20120112,광주,1,1,21,6901,64,7504,8,0
383,384,20120112,광주,2,2,21,6901,64,7504,8,0
384,385,20120112,대구,1,1,12,6449,107,14050,6,0
385,386,20120112,대구,2,2,12,6449,107,14050,6,0
386,387,20120112,대전,1,0,8,5152,33,3283,9,43
387,388,20120112,대전,2,0,8,5152,33,3283,9,43
388,389,20120112,부산,1,0,27,12781,105,12834,9,0
389,390,20120112,부산,2,0,27,12781,105,12834,9,0
390,391,20120112,서울,1,4,58,33307,194,16543,42,29
391,392,20120112,서울,2,1,58,33307,194,16543,42,29
392,393,20120112,세종,1,0,0,0,1,91,1,0
393,394,20120112,세종,2,0,0,0,1,91,1,0
394,395,20120112,울산,1,0,4,2230,41,4681,6,0
395,396,20120112,울산,2,0,4,2230,41,4681,6,0
396,397,20120112,인천,1,0,16,6754,45,6025,4,0
397,398,20120112,인천,2,1,16,6754,45,6025,4,0
398,399,20120112,전남,1,1,22,6686,64,8256,6,31
399,400,20120112,전남,2,2,22,6686,64,8256,6,31
400,401,20120112,전북,1,1,13,5233,68,8172,3,45
401,402,20120112,전북,2,2,13,5233,68,8172,3,45
402,403,20120112,제주,1,0,6,2128,6,809,5,12
403,404,20120112,제주,2,0,6,2128,6,809,5,12
404,405,20120112,충남,1,1,12,4672,43,4669,13,25
405,406,20120112,충남,2,3,12,4672,43,4669,13,25
406,407,20120112,충북,1,1,11,4090,35,4407,8,87
407,408,20120112,충북,2,0,11,4090,35,4407,8,87
408,409,20120113,강원,1,3,15,5228,37,4843,5,27
409,410,20120113,강원,2,0,15,5228,37,4843,5,27
410,411,20120113,경기,1,7,55,21580,245,26303,31,244
411,412,20120113,경기,2,5,55,21580,245,26303,31,244
412,413,20120113,경남,1,3,24,8372,117,16130,10,25
413,414,20120113,경남,2,3,24,8372,117,16130,10,25
414,415,20120113,경북,1,2,18,6912,69,11252,16,95
415,416,20120113,경북,2,4,18,6912,69,11252,16,95
416,417,20120113,광주,1,1,21,6901,64,7504,8,0
417,418,20120113,광주,2,1,21,6901,64,7504,8,0
418,419,20120113,대구,1,2,12,6449,107,14050,6,0
419,420,20120113,대구,2,0,12,6449,107,14050,6,0
420,421,20120113,대전,1,3,8,5152,33,3283,9,43
421,422,20120113,대전,2,1,8,5152,33,3283,9,43
422,423,20120113,부산,1,2,27,12781,105,12834,9,0
423,424,20120113,부산,2,1,27,12781,105,12834,9,0
424,425,20120113,서울,1,3,58,33307,194,16543,42,29
425,426,20120113,서울,2,1,58,33307,194,16543,42,29
426,427,20120113,세종,1,0,0,0,1,91,1,0
427,428,20120113,세종,2,0,0,0,1,91,1,0
428,429,20120113,울산,1,0,4,2230,41,4681,6,0
429,430,20120113,울산,2,0,4,2230,41,4681,6,0
430,431,20120113,인천,1,1,16,6754,45,6025,4,0
431,432,20120113,인천,2,1,16,6754,45,6025,4,0
432,433,20120113,전남,1,1,22,6686,64,8256,6,31
433,434,20120113,전남,2,0,22,6686,64,8256,6,31
434,435,20120113,전북,1,0,13,5233,68,8172,3,45
435,436,20120113,전북,2,4,13,5233,68,8172,3,45
436,437,20120113,제주,1,1,6,2128,6,809,5,12
437,438,20120113,제주,2,0,6,2128,6,809,5,12
438,439,20120113,충남,1,0,12,4672,43,4669,13,25
439,440,20120113,충남,2,1,12,4672,43,4669,13,25
440,441,20120113,충북,1,1,11,4090,35,4407,8,87
441,442,20120113,충북,2,0,11,4090,35,4407,8,87
442,443,20120114,강원,1,1,15,5228,37,4843,5,27
443,444,20120114,강원,2,2,15,5228,37,4843,5,27
444,445,20120114,경기,1,3,55,21580,245,26303,31,244
445,446,20120114,경기,2,4,55,21580,245,26303,31,244
446,447,20120114,경남,1,0,24,8372,117,16130,10,25
447,448,20120114,경남,2,2,24,8372,117,16130,10,25
448,449,20120114,경북,1,2,18,6912,69,11252,16,95
449,450,20120114,경북,2,1,18,6912,69,11252,16,95
450,451,20120114,광주,1,0,21,6901,64,7504,8,0
451,452,20120114,광주,2,1,21,6901,64,7504,8,0
452,453,20120114,대구,1,0,12,6449,107,14050,6,0
453,454,20120114,대구,2,2,12,6449,107,14050,6,0
454,455,20120114,대전,1,0,8,5152,33,3283,9,43
455,456,20120114,대전,2,0,8,5152,33,3283,9,43
456,457,20120114,부산,1,0,27,12781,105,12834,9,0
457,458,20120114,부산,2,0,27,12781,105,12834,9,0
458,459,20120114,서울,1,2,58,33307,194,16543,42,29
459,460,20120114,서울,2,2,58,33307,194,16543,42,29
460,461,20120114,세종,1,0,0,0,1,91,1,0
461,462,20120114,세종,2,0,0,0,1,91,1,0
462,463,20120114,울산,1,1,4,2230,41,4681,6,0
463,464,20120114,울산,2,1,4,2230,41,4681,6,0
464,465,20120114,인천,1,0,16,6754,45,6025,4,0
465,466,20120114,인천,2,0,16,6754,45,6025,4,0
466,467,20120114,전남,1,2,22,6686,64,8256,6,31
467,468,20120114,전남,2,0,22,6686,64,8256,6,31
468,469,20120114,전북,1,0,13,5233,68,8172,3,45
469,470,20120114,전북,2,5,13,5233,68,8172,3,45
470,471,20120114,제주,1,0,6,2128,6,809,5,12
471,472,20120114,제주,2,0,6,2128,6,809,5,12
472,473,20120114,충남,1,2,12,4672,43,4669,13,25
473,474,20120114,충남,2,0,12,4672,43,4669,13,25
474,475,20120114,충북,1,0,11,4090,35,4407,8,87
475,476,20120114,충북,2,1,11,4090,35,4407,8,87
476,477,20120115,강원,1,1,15,5228,37,4843,5,27
477,478,20120115,강원,2,0,15,5228,37,4843,5,27
478,479,20120115,경기,1,4,55,21580,245,26303,31,244
479,480,20120115,경기,2,3,55,21580,245,26303,31,244
